title,publishedAt,channelTitle,description,category,tags,duration,live_content,view_count,likes,comment_count,subscriber_count,engagement_rate,total_view_count,channel_country
மாட்டுனான்டா Harshath 😱🤦‍♂ | Theni Series | Ep- 05 | Vj Siddhu Vlogs,2024-11-25T09:30:07Z,Vj Siddhu Vlogs,"For Business inquiries please contact us :7200571056
Gmail : vjsidduvlogsadv@gmail.com 

#vjsiddhuvlogs #funvlogs #theni #thenivlogs #theniseries #friendmarriage #episode5

___________________________________

Follow My Social Media Pages 

Facebook :- https://www.facebook.com/siddhuvideos?mibextid=LQQJ4d
Instagram :- https://www.instagram.com/vjsiddhu_official/?igshid=OGQ5ZDc2ODk2ZA%3D%3D
Page Instagram :- https://www.instagram.com/vjsiddhu_vlogs/?igshid=MmIzYWVlNDQ5Yg%3D%3D

___________________________________

In Association with DIVO - Digital Partner
Website - http://web.divo.in/
Instagram - https://www.instagram.com/divomovies/
Facebook - http://www.facebook.com/divomovies
Twitter - https://twitter.com/divomovies",People & Blogs,"""Vj Siddhu Vlogs|Vj Siddhu Vlogs Youtube channel|Vj Siddhu Vlogs channel|Siddhu|Siddhu vlogs|Siddhu channel|Vj Siddhu channel|Vj Siddhu|Siddhu latest videos|Vj Siddhu Vlogs latest|Vlogs|Vlog|fun panrom vlogs|sidhu vlogs|siddhu vlogs|vj siddhu prank|marriage|marriage vlog|vj siddhu new video|harshath khan|marriage vlog vj siddhu|settaisheriff|theni vlogs|vj siddhu latest video|vj siddhu theni vlogs|vj siddhu theni video|vj siddhu theni series""",19.47,none,2703073,235957,6075,3680000,0.089539572,770606263.0,IN
MINECRAFT BUT I CAN BECOME A SPIDER!!,2024-11-25T13:08:42Z,ProBoiz 95,"Download Rupiyo Now!! - https://rupiyo.app/referral?userId=7c2bd8d2-3023-4260-a235-181d658aa261&userName=Paresh+Solanki&referralCode=SC8219

Use Code: SC8219 - Only Valid for Few Thousand Subscribers!

So today, I Will Try to Become a Spider! But is it Even Possible? If it is then, Can I Become the SPIDER KING? Watch to Find Out!

FOLLOW ME:
Instagram - https://www.instagram.com/proboiz_95
Twitter - https://twitter.com/proboiz95

Business Inquiry - proboizofficial@gmail.com

About me: I am Paresh, Aka ProBoiz and I make gaming videos that will surely make your day! So if you enjoyed watching this videos then SMASH that Like button :D",Gaming,"""minecraft|minecraft spider|minecraft but|minecraft but mod|minecraft but i can become a spider|spider man minecraft|minecraft spiderman|proboiz|proboiz 95""",31.23,none,1227015,42049,4022,5810000,0.037547218,1556617586.0,IN
SHAADI KAR LENGE: Teaser | Bindass Kavya & Pravisht Mishra | Aniket Shukla | Rel 28th November 11am,2024-11-26T07:00:04Z,Voilà! Digi,"After the grand success of Gulabi Gaal, Voila Digi Private Limited brings to you 'Shaadi Kar Lenge'. Here's the teaser, full music video releasing on 28th November at 11am. Starring Bindass Kavya & Pravisht Mishra and sung / written / composed by Aniket Shukla, we hope you guys love this music video. #bindasskavya #pravishtmishra #aniketshukla #aniketshukla #shaadikarlenge #voiladigi 

How excited are you guys for this music video? Let us know in the comments below!

Watch Gulabi Gaal again: https://www.youtube.com/watch?v=6XVE0UlrqOE

Watch other songs of Bindass Kavya:
https://www.youtube.com/playlist?list=PLosW0gUeNzwblbG8V2rNp2-eRdczWoU1x

Watch other songs of Pravisht Mishra:
https://www.youtube.com/playlist?list=PLosW0gUeNzwYUe7c9Mkav6PEM34R54zmw

Credits:
Starring: Pravisht Mishra & Kavya Yadav
Singer/Composer/Lyricist: Aniket Shukla
Special Thanks: Karishma Chhajer
Director: Nitesh Tyagi
Producers: Girish Jain & Vinit Jain

Video Credits:
DOP: Rajveer Singh 
Production team by: Nitesh Tyagi films 
Edit: Nitesh Tyagi 
Choreography: Nitesh Tyagi
DI: Bharat Mittal 
Makeup artist: Inayat Shaikh 
Stylist: Himani 
Line producer: Nadeem

Audio Credits:
Music Production, Mixing & Mastering: Aniket Shukla
Guitars & Strokes: Shomu Seal",Music,"""shaadi kar lenge|shaadi kar lenge teaser|bindass kavya|pravisht mishra|bindass kavya song|bindass kavya new song|bindass kavya new video|bindass kavya channel|bindass kavya shorts|kavya yadav|kavya|aniket shukla|bindass kavya music video|teaser|bindass kavya new vlog|bindass kavya teaser|pravisht mishra song|bindass kavya pravisht mishra|pravisht mishra new song|shaadi kar lenge song|shaadi kar lenge new song|shaadi kar lenge bindass kavya|new hindi song""",0.83,none,315049,19065,415,3280000,0.061831652,834032335.0,IN
Siragadikka Aasai | 26th to 30th November 2024 - Promo,2024-11-26T04:30:10Z,Vijay Television,சிறகடிக்க ஆசை - திங்கள் முதல் சனி இரவு 9 மணிக்கு நம்ம விஜய் டிவில...... Click here - https://www.hotstar.com/in/shows/siragadikka-aasai/1260128356 to watch the show on Disney+ Hotstar. #SiragadikkaAasai #VijayTelevision,Entertainment,"""Siragadikka Aasai|Star|Star Vijay TV|Vijay TV|Vijay|தமிழ்|விஜய்|டிவி|தொலைக்காட்சி|Tamil TV|Tamil Shows""",0.8,none,2215943,27863,408,25700000,0.012758,44522463503.0,IN
Town Hall 17 & New Hero | Clash of Clans November Update,2024-11-25T10:03:23Z,Clash of Clans,"Follow us on our Socials!
Twitter ► https://twitter.com/ClashofClans/
Instagram ► https://www.instagram.com/clashofclans 
Facebook ► https://www.facebook.com/ClashofClans 
TikTok ► https://www.tiktok.com/@clashofclans

Attack. Defend. Strategize. Download for free for mobile devices. supr.cl/PlayClashOfClans

From rage-­filled Barbarians with glorious mustaches to pyromaniac wizards, raise your own army and lead your clan to victory! Build your village to fend off raiders, battle against millions of players worldwide, and forge a powerful clan with others to destroy enemy clans.
PLEASE NOTE! Clash of Clans is free to download and play, however some game items can also be purchased for real money 

Also, under our Terms of Service and Privacy Policy, you must be at least 13 years of age to play or download Clash of Clans.
A network connection is also required.

FEATURES
- Build your village into an unbeatable fortress 
- Raise your own army of Barbarians, Archers, Hog Riders, Wizards, Dragons and other mighty fighters
- Battle with players worldwide and take their Trophies
- Join together with other players to form the ultimate Clan
- Fight against rival Clans in epic Clan Wars 
- Build 18 unique units with multiple levels of upgrades
- Discover your favorite attacking army from countless combinations of troops, spells, Heroes and Clan reinforcements 
- Defend your village with a multitude of Cannons, Towers, Mortars, Bombs, Traps and Walls
- Fight against the Goblin King in a campaign through the realm

Chief, are you having problems? Visit https://help.supercellsupport.com/clash-of-clans/en/

Privacy Policy:
https://supercell.com/en/privacy-policy/

Terms of Service:
https://supercell.com/en/terms-of-service/

Parent’s Guide:
https://supercell.com/en/parents/

#clashofclans #townhall17 #minionprince #th17",Gaming,"""clash of clans|COC|Clash of Clans Gameplay|Clash of Clans Strategy|Clash of Clans Animation|Clash of Clans Commercial|Clash of Clans Attacks|Clash of Clans Town Hall|Hog Rider|PEKKA|Clan Wars|season challenges|clan war leagues|clash on|clan game|clan games|clash-a-rama|clasharama|town hall 17|th17|town hall|november update|new troop|new spell|new hero|minion prince""",8.55,none,4502406,130509,8194,21100000,0.030806418,4740458130.0,FI
Diwaane ( Full  Song) Jyoti Norran | Armaan Malik | Latest Punjabi Song 2024 | New Punjabi Song 2024,2024-11-25T04:24:36Z,Folk Rakaat,"► Folk Rakaat Presenting New Punjabi Song 2024 “ Diwaane ” By Jyoti Norran So Must Watch, Like, Share & Leave Your Valuable Comments. 

#Diwaane  #JyotiNorran  #FolkRakaat #latestpunjabisongs2024 2024
► Subscribe To Our Channel For Upcoming Songs :-
youtube link : https://www.youtube.com/channel/UCGgeKl-nC7ChF-b0J6ekPNg
____________________________________________________________________

🎧  Song Credits :-  

☞ Title - Diwaane 
☞ Singer- Jyoti Norran
☞ Featuring - Armaan Malik / Kritika Malik / Payal Malik
☞ Lyrics / Composer -  Bilas
☞ Music - Gaurav Kartik
☞ Director - Tore Sherry
☞ Producer - Kulwinder Singh
☞ Project - Panku Rupalheri / Happy kaushal
☞ Makup-Aditya,sony
☞ Hair -Rajan
☞ Costume -Sparsh mehta  Khwaish mehta
☞ Editer -Fateh sidhu
☞ Art : Dheeraj Verma
☞ Choreographer : Mr bob
☞ Asst Dir -Sant ,kehar khan
☞ Production : Ravi Isru 
☞ Asst production-Abhi Grewal
☞ Mangment -Sandhu
☞ Film By - A Tore Sherry
☞ Co-producer - Surinder Pal Singh
☞ Dop - Rupinder Rupi 
☞ Editor/colorist - Fateh Sidhu
☞ Poster Design - Hungriman Designs
☞ Label - Folk Rakaat

☞ Special Thanks Rajbir Singh, Gagan Kumar, Harinder Singh

☞ Digital Partner & Online Promotion  - Positive Vibes ( 91150-87100 ) 
     https://www.instagram.com/positive_vibe03/
 
______________________________________________
► Record Label - https://www.youtube.com/channel/UCGgeKl-nC7ChF-b0J6ekPNg
► Enjoy & Stay Connected with us 📲  

● Follow Us ON INSTAGRAM -
● Follow Us ON FACEBOOK -
● CONTACT US ON GMAIL - 
● CONTACT US -",Entertainment,"""Jyoti Norran latest punjabi songs 2024|Jyoti Norran new punjabi songs 2024|latest punjabi songs|Diwaane punjabi songs|Jyoti Norran new punjabi song 2024|Diwaane punjabi songs 2024|latest punjabi song 2024|new punjabi songs 2023|punjabi song 2024|latest punjabi song|new punjabi song|punjabi song|2024 new punjabi songs|latest songs 2024|new songs 2024|punjabi|Jyoti Norran|Diwaane|punjabi songs|jyoti nooran|Armaan Malik|Kritika Malik|Payal Malik""",3.53,none,2466884,50810,2555,1310000,0.021632553,375938369.0,IN
Fish Market,2024-11-22T13:35:15Z,Tripplegreen,,Entertainment,"""[none]""",1.5,none,1366741,0,94,1300000,6.88e-05,994667791.0,IN
ദുബായിലെ നമ്മുടെ പുതിയ വീടിന്റെ പാൽകാച്ചും കുറച്ച് വിശേഷങ്ങളും|HOUSE WARMING|AKGMA ONAM CELEBRATIONS,2024-11-26T07:00:12Z,Lekshmi Nair,"✿✿ Stay Connected With Me:- ✿✿
 ❀ Lekshmi Nair's Travel Vlogs: https://www.youtube.com/@LekshmiNairsTravelVlogs
❀ Insta: https://www.instagram.com/lekshminair20 
❀ Facebook Page: https://www.facebook.com/drlekshminairofficial
❀ Facebook Profile: https://www.facebook.com/lekshmi.nair.5070
❀ Official Blog: https://www.lekshminair.com 

✿✿ For Business Enquiries, Contact ✿✿
❀ Email: contact@lekshminair.com 

✿✿ About Me ✿✿
It’s me Lekshmi Nair, a celebrity culinary expert. Cooking has always been my passion. Since my childhood, I loved experimenting and trying new dishes and recipes. This YouTube channel ‘#LekshmiNairVlogs’ is my latest venture to share my recipes with you and to be connected with you.",Howto & Style,"""lekshmi nair vlogs|lekshmi nair|lakshmi nair""",35.55,none,148654,2954,550,2060000,0.023571515,465367605.0,IN
Baakiyalakshmi | 26th to 30th November 2024 - Promo,2024-11-26T05:39:04Z,Vijay Television,பாக்கியலட்சுமி - திங்கள் முதல் சனி இரவு 8:30 மணிக்கு நம்ம விஜய் டிவில.. Click here https://www.hotstar.com/in/tv/baakiyalakshmi/s-2560 to watch the show on hotstar.        #Baakiyalakshmi #VijayTV #VijayTelevision   #StarVijayTV #StarVijay #TamilTV #Bhagyalakshmi,Entertainment,"""Baakiyalakshmi|New Fiction|New Serial|Fiction|தமிழ்|விஜய்|டிவி|தொலைக்காட்சி|Vijay|Star|Vijay TV|Star Vijay|Star Vijay TV|தொலைகாட்சி|Tamil TV|Tamil Shows""",0.58,none,2191404,30220,442,25700000,0.013991943,44522463503.0,IN
"IPL Auction 2025 Day 1 All Teams Full Squad | All Teams Final Players List | CSK, RCB, KKR, MI, SRH",2024-11-25T06:06:43Z,Sports Canvas,"IPL Auction 2025 Day 1 All Teams Full Squad | All Teams Final Players List | CSK, RCB, KKR, MI, SRH

#ipl #iplauction #ipl2025

Indian Premier League (IPL) 2025 - All Teams Final Squad

Gujarat Titans Final Squad
1. Jos Buttler✈️
2. Kagiso Rabada✈️
3. Rahul Tewatia
4. Sai Sudharsan
5. Shubman Gill
6. Rashid Khan✈️
7. Mohammad Siraj
8. Anuj Rawat
9. Kumar Kushagra
10. Nishant Sindhu
11. Mahipal Lomror
12. Prasidh Krishna
13. Manav Suthar
14. Shahrukh Khan

Kolkata Knight Riders Final Squad
1. Quinton De Kock✈️
2. Venkatesh Iyer
3. Anrich Nortje✈️
4. Andre Russell✈️
5. Sunil Narine✈️
6. Varun Chakaravarthy
7. Rinku Singh
8. Mayank Markande
9. Vaibhav Arora
10. Angkrish Raghuvanshi
11. Harshit Rana
12. Rahmanullah Gurbaz✈️
13. Ramandeep Singh

Delhi Capitals Final Squad
1. KL Rahul
2. Harry Brook✈️
3. Mitchell Starc✈️
4. Kuldeep Yadav
5. Axar Patel
6. Mohit Sharma
7. Ashutosh Sharma
8. Sameer Rizvi
9. Karun Nair
10. T.Natarajan
11. Jake Fraser-McGurk✈️
12. Abishek Porel
13. Tristan Stubbs✈️

Sunrisers Hyderabad Final Squad
1. Mohammad Shami
2. Ishan Kishan
3. Heinrich Klaasen✈️
4. Adam Zampa✈️
5. Abhishek Sharma
6. Pat Cummins
7. Simarjeet Singh
8. Atharva Taide
9. Abhinav Manohar
10. Nitish Kumar Reddy
11. Rahul Chahar
12. Travis Head✈️
13. Harshal Patel

Lucknow Super Giants Final Squad
1. Rishabh Pant
2. David Miller✈️
3. Mitchell Marsh✈️
4. Aiden Markram✈️
5. Nicholas Pooran✈️
6. Mayank Agarwal
7. Aryan Juyal
8. Abdul Samad
9. Avesh Khan
10. Mohsin Khan
11. Ravi Bishnoi
12. Ayush Badoni

Chennai Super Kings Final Squad
1. Noor Ahmad ✈️
2. Ravichandran Ashwin
3. Ravindra Jadeja
4. Rahul Tripathi
5. Matheesha Pathirana✈️
6. Mahendra Singh Dhoni
7. Vijay Shankar
8. Devon Conway✈️
9. Syed Khaleel Ahmed
10. Rachin Ravindra✈️
11. Ruturaj Gaikwad
12. Shivam Dube

Punjab Kings Final Squad
1. Shreyas Iyer
2. Glenn Maxwell✈️
3. Shashank Singh
4. Marcus Stoinis✈️
5. Yash Thakur
6. Vishnu Vinod
7. Harpreet Brar
8. Nehal Wadhera
9. Vyshak Vijaykumar
10. Prabhsimran Singh
11. Yuzvendra Chahal
12. Arshdeep Singh

Rajasthan Royals Final Squad
1. Wanindu Hasaranga✈️
2. Maheesh Theekshana✈️
3. Jofra Archer✈️
4. Dhruv Jurel
5. Riyan Parag
6. Yashasvi Jaiswal
7. Sanju Samson
8. Shimron Hetmyer✈️
9. Kumar Kartikeya 
10. Akash Madhwal
11. Sandeep Sharma

Mumbai Indians Final Squad
1. Trent Boult ✈️
2. Tilak Varma
3. Rohit Sharma
4. Hardik Pandya
5. Suryakumar Yadav
6. Jasprit Bumrah
7. Karn Sharma
8. Robin Minz
9. Naman Dhir

Royal Challengers Bangalore Final Squad
1. Liam Livingstone✈️
2. Josh Hazlewood✈️
3. Phil Salt✈️
4. Virat Kohli
5. Suyash Sharma
6. Rasikh Dar
7. Yash Dayal
8. Jitesh Sharma
9. Rajat Patidar

So Viewers Which Team Will Be The Champion In IPL 2025, You Can Let Us Know By Commenting",Sports,"""IPL Auction 2025|All Teams Full Squad|IPL Auction All Teams Squad|IPL Auction Day 1 All Teams Squad|All Squad For IPL 2025|CSK Squad 2025|RCB Squad 2025|SRH Squad 2025|KKR Squad 2025|MI Squad 2025""",8.53,none,418269,3787,95,1160000,0.009281109,150432991.0,BD
I build the World’s BIGGEST Toilet Seat!!💩 सबसे बड़ी टॉयलेट सीट,2024-11-25T08:00:06Z,Pragati Verma,"Ever wondered what it’s like to chill inside the WORLD’S BIGGEST TOILET? 🚽 Well, today we’re doing exactly that—but we’re not just sitting around! We’re turning this gigantic throne into the ultimate gaming zone. From competitive challenges to hilarious fails, this video has it all!

Join us as we battle it out in some epic games, share some laughs, and prove that even the weirdest places can be the BEST hangout spots. Don’t forget to like, subscribe, and let us know what crazy location we should hit up next!

💬 Comment below: What’s the wildest place YOU’d play games?
📺 Watch till the end for a surprise twist!",Entertainment,"""worlds biggest toilet|toilet gaming|gaming challenges|weird places|funny gaming videos|epic gaming setup|unique challenges|toilet games|crazy YouTube ideas|ultimate gaming zone|funny challenges|world record toilet|weird but fun|gaming vlog|giant toilet adventure|gaming in crazy places|hilarious gaming moments|unique YouTube content|epic challenges 2024|fun gaming ideas|Pragati verma|Pragati verma superpower|Pragati verma new|Prakriti verma""",10.9,none,674968,19165,1989,7600000,0.031340745,2308011366.0,IN
Singappenne - Promo | 27 Nov 2024 | Tamil Serial | Sun TV,2024-11-26T16:16:49Z,Sun TV,"Watch the Latest Promo of popular Tamil Serial #Singappenne that airs on Sun TV.

Watch all your favourite serials exclusively ONLY on Sun NXT for FREE. *Free only for Indian Users.

Download here:
Android - http://bit.ly/SunNxtAdroid
iOS: India - http://bit.ly/sunNXT
Watch on the web - https://www.sunnxt.com/

Born into a humble & rustic background troubled by familial & financial concerns, Anandhi takes it upon herself to leave home & fearlessly pursue a better life for her family. Watch her bravely face the odds of life with unwavering spirit.

#SingappennePromo #SingappenneSerial #Singappenne #SunTVSerial #SunTV

Don't forget to SUBSCRIBE to the Sun TV YouTube 👉 http://bit.ly/suntvsubscribe

---------------------------------------------------------
Watch more:
Movie Clips on SUN NXT - https://bit.ly/3gc1dPI
Shows from Sun Music - http://bit.ly/2YS5eBi
Comedy Shows from AdithyaTV - http://bit.ly/2K6VaiZ
News from Sun News - http://bit.ly/2Yyvgsi
---------------------------------------------------------
SUN NXT: Watch the latest movies in DOLBY DIGITAL PLUS, 4000+ Movies in HD, 30+ Live TV Channels, TV Shows, TV Serials & Digital Exclusives on SUN NXT anywhere anytime.
---------------------------------------------------------
Follow us on Social Media for Latest Updates:
Facebook: https://www.facebook.com/SunTV
Twitter: https://twitter.com/SunTV
Instagram: https://www.instagram.com/suntv
---------------------------------------------------------
#SuntvSerial #TamilSerialPromo #SunTVshows #NewTamilSerials #SunTV #SunTVserials #SunTVProgram #SunNXT #LatestTamilSerials #SuntvSerialPromo #SuntvSerialEpisodes #SunTVpromos #TamilSerialPromos #TamilTVserials #TamilSerialEpisodes
---------------------------------------------------------",Entertainment,"""Singappenne|Singappenne serial|Singappenne serial promo|Singappenne today|Singappenne promo today|serial|sun tv serial|Singappenne serial sun|Singappenne sun tv serial|Singappenne tamil serial today|Singappenne todays episode|Singappenne episode|Singappenne sun tv serial today|tamil serial""",0.55,none,966562,15800,1189,29000000,0.017576731,31893378772.0,IN
Sundari - Promo | 27 Nov 2024 | Tamil Serial | Sun TV,2024-11-26T16:16:56Z,Sun TV,"Watch the Latest Promo of popular Tamil Serial #Sundari that airs on Sun TV.

Watch all Sun TV serials immediately after the TV telecast on Sun NXT app. *Free for Indian Users only

Download here:
Android - http://bit.ly/SunNxtAdroid
iOS: India - http://bit.ly/sunNXT
Watch on the web - https://www.sunnxt.com/

With courage, Sundari defies obstacles to realize her IAS dream & takes charge as the collector. Can she keep custody of Thamizh, with the child's father, Karthi, in the picture? Follow her journey as love & duty get pitted against each other.

#SundariPromo #SundariSerial #Sundari #SunTVSerial #SunTV

Don't forget to SUBSCRIBE to the Sun TV YouTube 👉 http://bit.ly/suntvsubscribe

---------------------------------------------------------
Watch more:
Movie Clips on SUN NXT - https://bit.ly/3gc1dPI
Shows from Sun Music - http://bit.ly/2YS5eBi
Comedy Shows from AdithyaTV - http://bit.ly/2K6VaiZ
News from Sun News - http://bit.ly/2Yyvgsi
---------------------------------------------------------
SUN NXT: Watch the latest movies in DOLBY DIGITAL PLUS, 4000+ Movies in HD, 30+ Live TV Channels, TV Shows, TV Serials & Digital Exclusives on SUN NXT anywhere anytime.
---------------------------------------------------------
Follow us on Social Media for Latest Updates:
Facebook: https://www.facebook.com/SunTV
Twitter: https://twitter.com/SunTV
Instagram: https://www.instagram.com/suntv
---------------------------------------------------------
#SuntvSerial #TamilSerialPromo #SunTVshows #NewTamilSerials #SunTV #SunTVserials #SunTVProgram #SunNXT #LatestTamilSerials #SuntvSerialPromo #SuntvSerialEpisodes #SunTVpromos #TamilSerialPromos #TamilTVserials #TamilSerialEpisodes
---------------------------------------------------------",Entertainment,"""Sundari|Sundari today|Sundari serial|Sundari promo|Sundari serial promo|Sundari sun tv serial|Sun TV Serial|Sun TV Serials|sun tv tamil serial|SunTV Serial Today|sun tv serial today|Sun tv full episodes|Sun tv tamil full episodes|Sun tv tamil shows|sun tv shows|Tamil Serials|tamil serials sun tv|Tamil Serial episodes""",0.57,none,757202,9240,155,29000000,0.012407521,31893378772.0,IN
"RCB have a lethal trio in Kohli, Salt & Livingstone: Harsha Bhogle",2024-11-25T18:49:09Z,Cricbuzz,"Can the England duo of Phil Salt & Liam Livingstone help Royal Challengers Bengaluru end their title drought? Harsha Bhogle & Joy Bhattacharjya discuss, on Cricbuzz Live

#IPL2025 #iplmegaauction #ViratKohli #RoyalChallengersBengaluru #RCB #PhilSalt #LiamLivingstone #BhuvneshwarKumar

Watch more cricket videos - https://www.cricbuzz.com/cricket-videos​​

For more cricket updates and content - https://www.cricbuzz.com

For more updates on cricket follow us on facebook - 
https://www.facebook.com/cricbuzz

Follow us on twitter to get cricket related news - 
https://twitter.com/cricbuzz",Sports,"""IPL 2024|cricket|cricket news|ipl|cricket analysis|news|cricbuzz|cricbuzz videos|virat kohli|rohit sharma|ms dhoni|IPL 2025|IPL mega auction|Royal Challengers Bengaluru|RCB|Phil Salt|Bhuvneshwar Kumar|Liam Livingstone""",6.37,none,342135,8421,587,2740000,0.026328788,808784998.0,IN
"Maharashtra New CM: महाराष्ट्र में कौन बनेगा नया सीएम, Sanjay Raut ने किया चौंकाने वाला दावा",2024-11-25T14:15:01Z,News Tak,"महाराष्ट्र में चुनाव नतीजों के बाद ये चर्चा शुरू हो गई है कि आखिर नया सीएम कौन होगा? इसी को लेकर शिवसेना UBT के नेता संजय राउत ने बड़ा दावा किया है। उन्होंने कहा कि अब एकनाथ शिंदे का काम खत्म हो गया है। बीजेपी से ही नया सीएम होगा। देखें एक्सक्लूसिव इंटरव्यू... 
#MaharashtraNewCM  #SanjayRaut


देखें देश की हर खबर: https://www.newstak.in/
.
For Advertising queries, please give us a missed call on  +917827000333   Or mail us at  Mobiletak@aajtak.com 

About News Tak (न्यूज़ तक):
News Tak आपको देता है ख़बरों का बिल्कुल नया अंदाज । गरमा-गरम  Breaking News Updates के साथ आपको मिलेंगे दिलचस्प EXCLUSIVE interview, साथ ही News स्पेशल, LIVE और भी बहुत कुछ। क्या है Viral होने वाले Video की सच्चाई? ख़बर में ऐसा क्या था खास जो आप नहीं देख पाए? कोई भी ख़बर वायरल होने से पहले आप तक पहुंचाएगा News Tak... 

News Tak is the most revolutionary and credible news channel on Youtube. News Tak brings news to you in an innovative VOD style that is set to capture and satiate your thirst for NEWS. This is the most credible source of Live videos that bring to you PC done by all political parties. From exclusive interviews to politics, Bollywood Viral videos, anything and everything that is happening around the world is on News Tak. We ensure that the truth behind viral videos reaches to you.

You can follow News Tak on:
News Tak Youtube: https://www.youtube.com/newstak
News Tak Facebook: https://www.facebook.com/newstakofficial
News Tak Twitter: https://twitter.com/newstakofficial
News Tak Instagram: https://www.instagram.com/newstakofficial/",News & Politics,"""maharashtra election 2024|maharashtra news|maharashtra election result 2024|maharashtra election result|maharashtra|maharashtra new cm|maharashtra election results|maharashtra election|maharashtra elections 2024|maharashtra assembly election 2024|maharashtra new cm 2024|maharashtra cm oath ceremony|maharashtra nikal|maharashtra new cm update|maharashtra cm|maharashtra politics|new cm of maharashtra|maharashtra assembly election results 2024""",10.98,none,467614,6095,2336,11600000,0.018029828,4873883007.0,IN
New ghar ki grand opening,2024-11-26T07:40:13Z,Suyash Vlogs,"Thank you for watching 

Suyash Gaming Zone - https://youtu.be/z8K5Dyl7_5s?si=sBSUE1CE_OSej1aA

 Shop our new collection - https://suyashfashion.com/collections/shirts",People & Blogs,"""Suyash vlogs|Daily vlogs|daily vlogging|vlogs|couple love|love goals|surajjpallsingh|yashitank|suyash|family love|love goal|new home""",23.15,none,428412,36729,1745,6990000,0.089806075,7030916656.0,IN
V 'Winter Ahead (with PARK HYO SHIN)' Official Teaser 1,2024-11-24T14:59:59Z,HYBE LABELS,"V 'Winter Ahead (with PARK HYO SHIN)' 
📆 24. 11. 29. 2PM (KST) | 0AM (ET) 
💽 Pre-save & pre-order: https://v.lnk.to/WinterAhead


BIGHIT MUSIC. Rights are reserved selectively in the video. Unauthorized reproduction is a violation of applicable laws. Manufactured by BIGHIT MUSIC, Seoul, Korea.


Connect with BTS:
https://ibighit.com/bts
http://x.com/BTS_bighit
http://x.com/BTS_twt
http://www.facebook.com/bangtan.official
https://www.youtube.com/user/BANGTANTV
http://instagram.com/BTS.bighitofficial
https://www.tiktok.com/@bts_official_bighit
https://weverse.onelink.me/qt3S/94808190
https://www.weibo.com/BTSbighit
http://btsblog.ibighit.com

#WinterAhead #V #뷔 #PARKHYOSHIN #박효신",Music,"""HYBE|HYBE LABELS|하이브|하이브레이블즈""",1.62,none,3348195,723981,55659,76100000,0.232853821,37026934589.0,KR
Bigg Boss Tamil Season 8 | 26th November 2024 - Promo 1,2024-11-26T03:30:31Z,Vijay Television,"#Day51 #Promo1 of #BiggBossTamil 

Bigg Boss Tamil Season 8 - இன்று இரவு 9:30 மணிக்கு நம்ம விஜய் டிவில..  #BiggBossTamilSeason8 #VJStheBBhost #VijaySethupathi #AalumPudhusuAattamumPudhusu #BiggBossTamil #BBT #BBTamilSeason8 #பிக்பாஸ்  #Disneyplushotstartamil #VijayTelevision #VijayTV",Entertainment,"""biggboss|tamil|vijay television|starvijay|VijaySethupathi|தமிழ்|விஜய் டிவி|தொலைக்காட்சி|Tamil TV|Tamil Shows|Redefining Entertainment|Star|Star Vijay TV|Vijay TV|hotstar|Kamal Haasan|Bigg Boss|Bigg Boss Tamil 8|பிக்பாஸ்|பிக்பாஸ் 8|Bigg Boss Season 8|Teaser|VJStheBBhost""",0.58,none,1393973,19591,1581,25700000,0.015188243,44522463503.0,IN
